Atividade,CBO,DIT,LOC,Maturidade,Nome,Popularidade,Url,WMC
2,2.5,1.0,20.0,6.0,network-connection-class,3116,https://github.com/facebookarchive/network-connection-class,3.5
2,3.0,1.0,29.0,3.0,dubbo-admin,3105,https://github.com/apache/dubbo-admin,6.0
0,3.0,1.0,21.0,6.0,TextDrawable,3100,https://github.com/amulyakhare/TextDrawable,6.0
0,5.0,1.0,19.0,4.0,AutoDispose,3099,https://github.com/uber/AutoDispose,5.0
0,3.0,1.0,18.0,9.0,AndEngine,3096,https://github.com/nicolasgramlich/AndEngine,4.5
17,1.0,1.0,12.0,7.0,javassist,3094,https://github.com/jboss-javassist/javassist,2.0
0,2.0,1.0,17.0,1.0,views-widgets-samples,3089,https://github.com/android/views-widgets-samples,4.0
0,2.0,1.0,13.0,5.0,StickerCamera,3083,https://github.com/Skykai521/StickerCamera,3.0
16,4.0,1.0,15.0,9.0,jetty.project,3082,https://github.com/eclipse/jetty.project,3.0
30,2.0,1.0,8.5,3.0,SuperTextView,3076,https://github.com/chenBingX/SuperTextView,2.0
0,5.0,1.0,28.0,10.0,jvm-serializers,3074,https://github.com/eishay/jvm-serializers,3.0
0,2.5,1.0,11.0,4.0,android-adDialog,3070,https://github.com/yipianfengye/android-adDialog,2.0
44,5.0,1.0,35.0,8.0,android,3066,https://github.com/owncloud/android,6.0
0,2.0,1.0,29.0,8.0,libstreaming,3062,https://github.com/fyhertz/libstreaming,6.0
0,5.0,2.0,21.0,6.0,vertx-examples,3062,https://github.com/vert-x3/vertx-examples,3.0
0,3.0,1.0,13.0,5.0,VideoPlayerManager,3060,https://github.com/danylovolokh/VideoPlayerManager,4.0
8,5.0,1.0,31.0,8.0,Crouton,3059,https://github.com/keyboardsurfer/Crouton,4.0
0,3.0,1.0,17.0,6.0,RecyclerViewItemAnimators,3059,https://github.com/gabrielemariotti/RecyclerViewItemAnimators,3.0
0,0.0,1.0,14.0,3.0,yanxuan-weex-demo,3054,https://github.com/zwwill/yanxuan-weex-demo,0.0
18,4.0,1.0,16.0,2.0,XUI,3053,https://github.com/xuexiangjys/XUI,4.0
1,3.0,1.0,19.0,7.0,cobar,3052,https://github.com/alibaba/cobar,4.0
0,2.0,1.0,7.0,5.0,Highlight,3047,https://github.com/hongyangAndroid/Highlight,2.0
43,3.0,1.0,10.0,5.0,requery,3046,https://github.com/requery/requery,2.5
11,3.5,1.0,11.0,4.0,ChipsLayoutManager,3044,https://github.com/BelooS/ChipsLayoutManager,3.0
0,2.0,1.0,5.0,9.0,android-viewbadger,3041,https://github.com/jgilfelt/android-viewbadger,1.0
56,4.0,1.0,17.0,10.0,Terasology,3030,https://github.com/MovingBlocks/Terasology,4.0
2,3.0,1.0,22.0,3.0,sofa-jarslink,3025,https://github.com/sofastack/sofa-jarslink,3.0
23,5.0,1.0,24.0,7.0,crate,3017,https://github.com/crate/crate,5.0
0,4.0,1.0,27.0,6.0,kylin,3013,https://github.com/apache/kylin,5.0
180,5.0,1.0,19.0,5.0,armeria,3010,https://github.com/line/armeria,4.0
8,4.0,1.0,13.0,2.0,UETool,3006,https://github.com/eleme/UETool,3.0
10,4.0,1.0,14.0,6.0,DraggablePanel,3006,https://github.com/pedrovgs/DraggablePanel,4.0
86,2.0,1.0,9.0,4.0,web3j,3005,https://github.com/web3j/web3j,2.0
1,4.0,2.0,22.0,8.0,robospice,3003,https://github.com/stephanenicolas/robospice,4.0
2,3.0,1.0,17.0,5.0,MultiImageSelector,3001,https://github.com/lovetuzitong/MultiImageSelector,3.0
7,2.0,1.0,13.0,4.0,volley,3001,https://github.com/google/volley,3.0
8,1.0,1.0,13.0,6.0,ffmpeg-android-java,2999,https://github.com/WritingMinds/ffmpeg-android-java,4.0
22,5.5,2.0,14.5,5.0,react-native-fbsdk,2992,https://github.com/facebook/react-native-fbsdk,3.0
10,4.0,1.0,17.0,8.0,easy-rules,2986,https://github.com/j-easy/easy-rules,4.0
1,4.5,2.0,19.0,6.0,android-process-button,2984,https://github.com/dmytrodanylyk/android-process-button,3.0
1,2.0,2.0,13.0,4.0,ViewpagerTransition,2983,https://github.com/xmuSistone/ViewpagerTransition,3.0
8,5.0,1.0,31.0,6.0,incubator-pinot,2981,https://github.com/apache/incubator-pinot,6.0
0,3.0,1.0,9.0,3.0,RxEasyHttp,2974,https://github.com/zhou-you/RxEasyHttp,2.0
0,3.0,1.0,18.5,3.0,ForestBlog,2972,https://github.com/saysky/ForestBlog,5.0
0,2.0,1.0,8.0,5.0,MarsDaemon,2962,https://github.com/Marswin/MarsDaemon,2.0
14,5.0,1.0,38.5,7.0,usb-serial-for-android,2959,https://github.com/mik3y/usb-serial-for-android,5.0
0,3.5,1.0,11.0,5.0,Nuwa,2954,https://github.com/jasonross/Nuwa,1.5
2,2.0,1.0,6.0,4.0,DSBridge-Android,2950,https://github.com/wendux/DSBridge-Android,1.0
0,3.0,1.0,17.0,8.0,undertow,2950,https://github.com/undertow-io/undertow,3.0
0,5.0,2.0,28.5,6.0,Sunshine-Version-2,2946,https://github.com/udacity/Sunshine-Version-2,5.5
1,2.0,1.0,9.0,4.0,citypicker,2940,https://github.com/crazyandcoder/citypicker,2.0
0,6.0,1.0,26.0,2.0,trino,2938,https://github.com/trinodb/trino,5.0
3,6.0,2.0,23.0,7.0,librec,2935,https://github.com/guoguibing/librec,6.0
1,2.0,1.0,181.5,12.0,yuicompressor,2932,https://github.com/yui/yuicompressor,41.0
12,2.0,1.0,12.0,4.0,BubbleSeekBar,2924,https://github.com/woxingxiao/BubbleSeekBar,2.5
1,1.0,1.0,6.0,6.0,JustTrustMe,2923,https://github.com/Fuzion24/JustTrustMe,1.0
20,3.0,1.0,8.0,3.0,NewbieGuide,2923,https://github.com/huburt-Hu/NewbieGuide,1.0
14,4.5,1.0,12.5,5.0,LikeButton,2922,https://github.com/jd-alexander/LikeButton,2.5
0,1.0,1.0,9.5,3.0,NullAway,2915,https://github.com/uber/NullAway,2.0
30,4.0,1.0,11.0,8.0,jersey,2909,https://github.com/javaee/jersey,2.0
0,3.0,1.0,30.0,5.0,NLPIR,2909,https://github.com/NLPIR-team/NLPIR,5.5
0,6.0,1.0,17.0,4.0,spring-cloud-gateway,2905,https://github.com/spring-cloud/spring-cloud-gateway,3.0
0,5.0,2.0,12.0,7.0,FadingActionBar,2904,https://github.com/ManuelPeinado/FadingActionBar,2.0
24,4.0,1.0,25.0,9.0,JSqlParser,2902,https://github.com/JSQLParser/JSqlParser,7.0
3,3.0,1.0,12.0,3.0,epic,2897,https://github.com/tiann/epic,2.0
116,2.0,1.0,9.0,7.0,lombok-intellij-plugin,2892,https://github.com/mplushnikov/lombok-intellij-plugin,1.0
23,5.0,1.0,18.5,3.0,IJPay,2888,https://github.com/Javen205/IJPay,1.5
2,2.0,1.0,10.5,5.0,FlyRefresh,2887,https://github.com/race604/FlyRefresh,2.5
0,3.0,1.0,12.0,6.0,Android-Material-Examples,2884,https://github.com/saulmm/Android-Material-Examples,2.5
0,6.0,1.0,44.0,5.0,anthelion,2883,https://github.com/YahooArchive/anthelion,9.0
44,4.0,1.0,24.0,7.0,red5-server,2881,https://github.com/Red5/red5-server,6.0
0,4.0,1.0,29.0,7.0,cropper,2878,https://github.com/edmodo/cropper,4.0
0,3.0,1.0,16.0,5.0,android-vision,2872,https://github.com/googlesamples/android-vision,4.0
43,3.0,1.0,9.0,5.0,RxAndroidBle,2872,https://github.com/Polidea/RxAndroidBle,2.0
34,3.0,1.0,13.0,3.0,andOTP,2872,https://github.com/andOTP/andOTP,3.0
2,5.0,1.0,12.0,6.0,android-pathview,2871,https://github.com/geftimov/android-pathview,2.5
1,8.5,1.0,138.0,5.0,android-hidden-api,2869,https://github.com/anggrayudi/android-hidden-api,30.5
1,2.0,1.0,9.0,5.0,CityPicker,2868,https://github.com/zaaach/CityPicker,2.0
6,3.0,1.0,8.0,7.0,immutables,2866,https://github.com/immutables/immutables,2.0
5,4.0,1.0,16.0,2.0,BackgroundLibrary,2865,https://github.com/JavaNoober/BackgroundLibrary,4.0
11,5.0,2.0,40.0,8.0,DependencyCheck,2864,https://github.com/jeremylong/DependencyCheck,7.0
0,2.0,1.0,12.0,0.0,itstack-demo-design,2864,https://github.com/fuzhengwei/itstack-demo-design,3.0
13,3.0,1.0,17.0,5.0,PhotoPicker,2861,https://github.com/donglua/PhotoPicker,3.5
0,3.0,1.0,21.0,8.0,jvm-tools,2857,https://github.com/aragozin/jvm-tools,4.0
0,3.0,1.0,9.5,4.0,JavaEETest,2853,https://github.com/lenve/JavaEETest,2.0
2,3.0,1.0,14.0,6.0,Carbon,2848,https://github.com/ZieIony/Carbon,3.0
1,3.0,1.0,12.0,4.0,SlidingRootNav,2846,https://github.com/yarolegovich/SlidingRootNav,3.0
0,4.0,1.0,84.0,8.0,DeepLearning,2846,https://github.com/yusugomori/DeepLearning,22.0
7,4.5,1.5,6.5,7.0,AndroidResideMenu,2844,https://github.com/SpecialCyCi/AndroidResideMenu,2.0
0,4.0,1.0,25.0,8.0,android-flip,2844,https://github.com/openaphid/android-flip,4.5
0,2.0,1.0,11.5,3.0,RxJava2Examples,2841,https://github.com/nanchen2251/RxJava2Examples,2.0
2,3.0,1.0,13.0,4.0,AndroidChromium,2841,https://github.com/JackyAndroid/AndroidChromium,3.0
4,3.0,1.0,15.0,5.0,FastDev4Android,2837,https://github.com/jiangqqlmj/FastDev4Android,2.0
11,4.0,1.0,16.0,10.0,spock,2835,https://github.com/spockframework/spock,4.0
30,5.0,1.0,19.0,6.0,questdb,2826,https://github.com/questdb/questdb,4.0
19,3.0,1.0,22.0,8.0,elasticsearch-jdbc,2826,https://github.com/jprante/elasticsearch-jdbc,5.0
76,2.0,1.0,5.0,4.0,picocli,2824,https://github.com/remkop/picocli,0.0
0,4.0,1.0,10.0,4.0,StickyHeaderListView,2821,https://github.com/sunfusheng/StickyHeaderListView,2.0
2,5.0,2.0,21.5,5.0,android-percent-support-lib-sample,2821,https://github.com/JulienGenoud/android-percent-support-lib-sample,4.5
7,3.0,1.0,18.0,6.0,XhsEmoticonsKeyboard,2819,https://github.com/w446108264/XhsEmoticonsKeyboard,3.0
5,1.0,1.0,9.0,3.0,PRDownloader,2818,https://github.com/MindorksOpenSource/PRDownloader,1.0
12,6.0,1.0,32.0,2.0,okhttp-RxHttp,2818,https://github.com/liujingxing/okhttp-RxHttp,8.0
13,4.0,1.0,28.0,5.0,Unblock163MusicClient-Xposed,2815,https://github.com/bin456789/Unblock163MusicClient-Xposed,4.0
98,5.0,1.0,19.0,3.0,micrometer,2814,https://github.com/micrometer-metrics/micrometer,4.0
0,4.0,2.0,19.0,3.0,ShapeOfView,2813,https://github.com/florent37/ShapeOfView,4.0
164,4.0,1.0,27.0,5.0,HMCL,2812,https://github.com/huanghongxun/HMCL,5.0
0,4.0,1.0,13.0,6.0,AndroidTreeView,2807,https://github.com/bmelnychuk/AndroidTreeView,3.0
3,3.0,1.0,13.0,5.0,CountdownView,2807,https://github.com/iwgang/CountdownView,2.0
0,1.0,1.0,14.0,7.0,Java8InAction,2805,https://github.com/java8/Java8InAction,2.0
0,3.0,1.0,11.0,7.0,flow,2805,https://github.com/square/flow,2.0
11,1.0,1.0,11.0,2.0,android-mvp-mvvm-flytour,2803,https://github.com/mxdldev/android-mvp-mvvm-flytour,1.0
0,3.0,1.0,16.5,0.0,AarogyaSetu_Android,2801,https://github.com/nic-delhi/AarogyaSetu_Android,4.0
47,3.0,1.0,16.0,3.0,jetcache,2799,https://github.com/alibaba/jetcache,3.0
29,3.0,1.0,20.0,6.0,light-task-scheduler,2797,https://github.com/ltsopensource/light-task-scheduler,4.0
3,2.0,1.0,6.0,4.0,ActivityRouter,2796,https://github.com/mzule/ActivityRouter,1.0
1,3.0,1.0,10.0,4.0,Cockroach,2791,https://github.com/android-notes/Cockroach,1.0
8,3.0,1.0,23.0,1.0,bistoury,2791,https://github.com/qunarcorp/bistoury,5.0
0,2.0,1.0,7.0,4.0,booksource,2791,https://github.com/guolindev/booksource,1.0
55,4.0,1.0,19.0,2.0,baritone,2788,https://github.com/cabaletta/baritone,5.0
0,2.0,1.0,6.0,9.0,jackson-databind,2787,https://github.com/FasterXML/jackson-databind,1.0
0,3.0,1.0,24.0,6.0,WebCollector,2781,https://github.com/CrawlScript/WebCollector,5.0
0,2.0,1.0,28.0,4.0,leetcode,2780,https://github.com/gouthampradhan/leetcode,7.0
36,5.0,1.0,17.0,1.0,zfile,2777,https://github.com/zhaojun1998/zfile,3.0
0,2.0,1.0,28.5,3.0,CommonDevKnowledge,2776,https://github.com/AweiLoveAndroid/CommonDevKnowledge,9.0
1,4.0,2.0,13.0,4.0,ExpectAnim,2775,https://github.com/florent37/ExpectAnim,3.0
0,2.0,1.0,11.0,7.0,scalpel,2772,https://github.com/JakeWharton/scalpel,2.0
32,4.0,2.0,13.0,8.0,traccar,2769,https://github.com/traccar/traccar,1.0
31,2.0,1.0,9.0,2.0,igniter,2769,https://github.com/trojan-gfw/igniter,2.0
0,3.0,1.0,35.0,4.0,MSEC,2762,https://github.com/Tencent/MSEC,9.0
12,4.0,1.0,19.5,3.0,TableView,2760,https://github.com/evrencoskun/TableView,4.0
3,3.0,1.0,25.0,7.0,ice,2759,https://github.com/Teevity/ice,6.0
1,2.0,1.0,12.0,4.0,RxGalleryFinal,2758,https://github.com/FinalTeam/RxGalleryFinal,3.0
0,4.0,1.0,14.0,6.0,airpal,2752,https://github.com/airbnb/airpal,3.0
23,5.0,1.0,18.0,5.0,blueocean-plugin,2750,https://github.com/jenkinsci/blueocean-plugin,4.0
0,2.0,1.0,12.0,8.0,android-pdfview,2750,https://github.com/JoanZapata/android-pdfview,3.0
0,4.0,2.0,25.0,6.0,pixel-dungeon,2744,https://github.com/watabou/pixel-dungeon,4.0
0,3.0,1.0,14.0,4.0,T-MVP,2744,https://github.com/north2016/T-MVP,3.0
2,2.0,1.0,12.0,5.0,GuillotineMenu-Android,2743,https://github.com/Yalantis/GuillotineMenu-Android,2.0
9,2.5,1.0,13.5,3.0,PhotoEditor,2741,https://github.com/burhanrashid52/PhotoEditor,3.0
83,5.0,1.0,25.0,4.0,ballerina-lang,2741,https://github.com/ballerina-platform/ballerina-lang,5.0
18,3.0,1.0,14.0,4.0,PlayerBase,2740,https://github.com/jiajunhui/PlayerBase,4.0
12,6.0,2.0,52.0,5.0,h2database,2739,https://github.com/h2database/h2database,12.0
3,4.0,1.0,13.0,5.0,jwt-spring-security-demo,2733,https://github.com/szerhusenBC/jwt-spring-security-demo,2.0
0,4.0,2.0,22.0,5.0,WoWoViewPager,2732,https://github.com/Nightonke/WoWoViewPager,3.0
3,5.0,1.0,16.0,5.0,binnavi,2724,https://github.com/google/binnavi,2.0
0,2.0,1.0,12.0,5.0,Android-BluetoothKit,2723,https://github.com/dingjikerbo/Android-BluetoothKit,2.0
16,4.0,1.0,13.0,8.0,android-betterpickers,2721,https://github.com/code-troopers/android-betterpickers,2.0
6,3.0,1.5,12.5,3.0,LoadSir,2719,https://github.com/KingJA/LoadSir,2.0
0,3.0,1.0,11.0,5.0,CoCoin,2716,https://github.com/Nightonke/CoCoin,2.0
0,2.5,1.0,13.0,6.0,android-Camera2Basic,2714,https://github.com/googlearchive/android-Camera2Basic,2.0
0,1.0,1.0,23.0,4.0,Leetcode,2709,https://github.com/fishercoder1534/Leetcode,3.0
0,2.0,1.0,24.0,11.0,robotium,2708,https://github.com/RobotiumTech/robotium,4.0
0,1.0,1.0,12.5,2.0,effective-java-3e-source-code,2705,https://github.com/jbloch/effective-java-3e-source-code,2.0
13,2.0,1.0,8.0,3.0,SuperCalendar,2699,https://github.com/MagicMashRoom/SuperCalendar,2.0
0,2.0,1.0,10.0,5.0,AndroidProcess,2697,https://github.com/wenmingvs/AndroidProcess,2.0
0,1.0,1.0,17.0,8.0,JazzyViewPager,2695,https://github.com/jfeinstein10/JazzyViewPager,2.0
0,9.5,1.5,79.5,5.0,CoordinatorBehaviorExample,2695,https://github.com/saulmm/CoordinatorBehaviorExample,15.5
44,3.0,2.0,20.0,5.0,react-native-share,2694,https://github.com/react-native-share/react-native-share,5.0
4,3.0,1.0,8.0,4.0,material-intro-screen,2694,https://github.com/TangoAgency/material-intro-screen,2.0
0,6.0,1.0,28.0,6.0,CircularFloatingActionMenu,2692,https://github.com/oguzbilgener/CircularFloatingActionMenu,5.0
3,4.0,1.0,21.5,5.0,AndroidTVLauncher,2690,https://github.com/JackyAndroid/AndroidTVLauncher,2.5
61,3.0,1.0,8.0,4.0,apollo-android,2687,https://github.com/apollographql/apollo-android,2.0
0,3.0,1.0,23.0,4.0,AndServer,2683,https://github.com/yanzhenjie/AndServer,6.0
5,3.0,1.0,13.0,7.0,SuperToasts,2682,https://github.com/JohnPersano/SuperToasts,3.0
0,2.0,1.0,5.0,2.0,LiveEventBus,2681,https://github.com/JeremyLiao/LiveEventBus,1.0
0,,,,5.0,CoreLink,2680,https://github.com/lizhangqu/CoreLink,
2,3.0,1.0,21.0,4.0,MusicDNA,2669,https://github.com/harjot-oberai/MusicDNA,5.0
0,3.0,1.0,30.0,6.0,Algorithms,2665,https://github.com/pedrovgs/Algorithms,7.0
0,4.0,1.0,14.0,3.0,Grav,2663,https://github.com/glomadrian/Grav,3.0
0,3.0,1.5,13.5,5.0,google-services,2662,https://github.com/googlesamples/google-services,2.0
172,4.0,1.0,27.0,6.0,maxwell,2661,https://github.com/zendesk/maxwell,5.0
7,2.0,1.0,7.0,6.0,SuperRecyclerView,2661,https://github.com/Malinskiy/SuperRecyclerView,1.0
0,3.0,1.0,44.0,3.0,CommonUtilLibrary,2659,https://github.com/AbrahamCaiJin/CommonUtilLibrary,8.0
4,4.0,2.0,31.0,7.0,KenBurnsView,2657,https://github.com/flavioarfaria/KenBurnsView,5.0
31,4.0,1.0,17.0,1.0,PowerJob,2654,https://github.com/PowerJob/PowerJob,3.0
0,4.0,1.0,20.0,8.0,weiciyuan,2652,https://github.com/qii/weiciyuan,3.0
33,2.0,1.0,14.0,6.0,android,2648,https://github.com/cSploit/android,3.0
3,4.0,1.0,22.5,9.0,ProgressWheel,2640,https://github.com/Todd-Davies/ProgressWheel,3.5
0,4.0,1.0,27.0,1.0,Linkage-RecyclerView,2638,https://github.com/KunMinX/Linkage-RecyclerView,3.0
9,5.0,1.0,12.0,2.0,Alink,2635,https://github.com/alibaba/Alink,2.0
6,2.0,1.0,13.0,9.0,sugar,2632,https://github.com/chennaione/sugar,3.0
0,3.0,1.0,12.0,0.0,androidx,2632,https://github.com/androidx/androidx,3.0
11,5.0,1.0,17.0,5.0,PagerBottomTabStrip,2632,https://github.com/tyzlmjj/PagerBottomTabStrip,3.0
0,4.0,1.0,18.5,8.0,android-menudrawer,2631,https://github.com/SimonVT/android-menudrawer,3.0
11,5.0,1.0,52.5,8.0,Bastillion,2630,https://github.com/bastillion-io/Bastillion,14.0
0,3.0,1.0,12.0,5.0,hover,2630,https://github.com/google/hover,2.5
0,3.0,1.0,17.0,4.0,awesome-android-complete-reference,2630,https://github.com/amitshekhariitbhu/awesome-android-complete-reference,4.0
16,3.0,1.0,8.5,5.0,AdapterDelegates,2629,https://github.com/sockeqwe/AdapterDelegates,2.0
5,2.5,1.0,21.0,7.0,pinned-section-listview,2627,https://github.com/beworker/pinned-section-listview,5.0
0,4.0,2.0,15.0,5.0,MasteringAndroidDataBinding,2624,https://github.com/liangfeidotme/MasteringAndroidDataBinding,2.0
21,3.0,1.0,23.0,6.0,weixin-java-tools,2624,https://github.com/chanjarster/weixin-java-tools,5.0
144,6.0,2.0,27.0,3.0,Recaf,2623,https://github.com/Col-E/Recaf,5.0
42,3.0,1.0,16.0,8.0,jacoco,2622,https://github.com/jacoco/jacoco,3.0
0,2.5,2.0,11.0,6.0,500px-android-blur,2622,https://github.com/500px/500px-android-blur,3.0
15,3.0,2.0,18.0,7.0,JCTools,2621,https://github.com/JCTools/JCTools,3.0
0,3.0,1.0,17.0,5.0,Android-Skin-Loader,2621,https://github.com/fengjundev/Android-Skin-Loader,3.0
0,3.0,1.0,14.0,4.0,PatternLockView,2617,https://github.com/aritraroy/PatternLockView,4.0
2,5.0,2.0,40.0,6.0,android-shape-imageview,2606,https://github.com/siyamed/android-shape-imageview,6.0
59,6.0,1.0,26.0,4.0,grakn,2605,https://github.com/graknlabs/grakn,6.0
23,2.0,1.0,18.0,3.0,openj9,2605,https://github.com/eclipse/openj9,4.0
0,5.0,2.0,20.0,10.0,GreenDroid,2604,https://github.com/cyrilmottier/GreenDroid,4.0
19,5.0,1.0,11.0,2.0,microservices-platform,2602,https://github.com/zlt2000/microservices-platform,2.0
30,5.0,1.0,14.0,6.0,storio,2601,https://github.com/pushtorefresh/storio,2.0
0,3.0,1.0,30.0,7.0,IDDD_Samples,2599,https://github.com/VaughnVernon/IDDD_Samples,6.0
0,3.0,1.0,21.5,4.0,QLExpress,2596,https://github.com/alibaba/QLExpress,4.0
1,2.5,1.0,31.0,4.0,android-ConstraintLayoutExamples,2594,https://github.com/googlearchive/android-ConstraintLayoutExamples,6.5
113,3.0,1.0,23.0,6.0,jpexs-decompiler,2593,https://github.com/jindrapetrik/jpexs-decompiler,5.0
17,8.0,1.0,49.0,5.0,ByteTCC,2593,https://github.com/liuyangming/ByteTCC,13.0
1,2.0,1.0,21.0,9.0,GraphView,2592,https://github.com/jjoe64/GraphView,5.0
0,6.0,1.0,16.0,4.0,spring-cloud-kubernetes,2591,https://github.com/spring-cloud/spring-cloud-kubernetes,3.0
13,3.0,1.0,24.5,5.0,sensey,2591,https://github.com/nisrulz/sensey,5.0
0,3.0,1.0,23.0,5.0,springmvc-mybatis-learning,2591,https://github.com/brianway/springmvc-mybatis-learning,7.0
54,11.0,1.0,53.0,3.0,java-tron,2586,https://github.com/tronprotocol/java-tron,7.0
22,3.0,1.0,11.0,4.0,BlurView,2581,https://github.com/Dimezis/BlurView,3.5
0,4.0,1.0,29.0,4.0,DiagonalLayout,2580,https://github.com/florent37/DiagonalLayout,8.0
0,3.0,1.0,11.0,4.0,RecyclerViewCardGallery,2580,https://github.com/huazhiyuan2008/RecyclerViewCardGallery,2.0
0,4.0,1.0,26.0,4.0,RealtimeBlurView,2578,https://github.com/mmin18/RealtimeBlurView,3.0
7,4.0,1.0,15.0,3.0,MaterialChipsInput,2575,https://github.com/pchmn/MaterialChipsInput,3.0
8,3.0,1.0,15.0,4.0,transferee,2573,https://github.com/Hitomis/transferee,4.0
0,1.0,1.0,15.0,6.0,dex-method-counts,2572,https://github.com/mihaip/dex-method-counts,1.0
5,5.0,1.0,37.0,6.0,Slidr,2570,https://github.com/r0adkll/Slidr,5.0
2,5.0,1.0,29.0,6.0,brigadier,2567,https://github.com/Mojang/brigadier,7.0
0,4.0,1.0,14.0,3.0,android-mvvm-architecture,2567,https://github.com/MindorksOpenSource/android-mvvm-architecture,3.0
1,3.0,1.0,13.0,10.0,OsmAnd,2567,https://github.com/osmandapp/OsmAnd,3.0
0,1.0,1.0,14.0,6.0,android_design_patterns_analysis,2566,https://github.com/simple-android-framework/android_design_patterns_analysis,4.0
0,8.0,2.0,70.0,4.0,LoadingView,2565,https://github.com/ldoublem/LoadingView,14.0
3,2.0,1.0,6.5,5.0,ViewAnimator,2564,https://github.com/florent37/ViewAnimator,1.0
0,4.0,1.0,22.0,6.0,nifi,2549,https://github.com/apache/nifi,4.0
0,1.0,1.0,9.0,8.0,spring-loaded,2548,https://github.com/spring-projects/spring-loaded,2.0
18,3.0,1.0,7.0,5.0,nice-spinner,2547,https://github.com/arcadefire/nice-spinner,2.0
14,3.0,1.0,12.5,5.0,MaterialShowcaseView,2546,https://github.com/deano2390/MaterialShowcaseView,4.0
31,3.0,1.0,19.0,7.0,jmonkeyengine,2546,https://github.com/jMonkeyEngine/jmonkeyengine,3.0
14,5.0,1.0,16.0,10.0,wildfly,2543,https://github.com/wildfly/wildfly,3.0
29,2.0,1.0,15.0,7.0,joda-time-android,2542,https://github.com/dlew/joda-time-android,4.0
0,6.0,1.0,8.0,5.0,spring-cloud-rest-tcc,2542,https://github.com/prontera/spring-cloud-rest-tcc,2.0
0,2.0,1.0,18.0,3.0,LifeHelper,2538,https://github.com/yangchong211/LifeHelper,4.0
0,4.0,1.0,12.0,5.0,MovieGuide,2535,https://github.com/esoxjem/MovieGuide,3.0
15,3.0,1.0,24.0,7.0,disunity,2535,https://github.com/ata4/disunity,5.0
1,4.0,1.0,14.0,11.0,Twitter4J,2534,https://github.com/Twitter4J/Twitter4J,3.0
0,3.0,1.0,13.0,4.0,AndroidFire,2533,https://github.com/jaydenxiao2016/AndroidFire,3.0
85,4.0,1.0,31.0,6.0,android-beacon-library,2530,https://github.com/AltBeacon/android-beacon-library,6.0
0,3.0,1.0,18.0,10.0,Android-Terminal-Emulator,2528,https://github.com/jackpal/Android-Terminal-Emulator,4.0
16,3.5,1.0,22.5,6.0,ViewPagerIndicator,2526,https://github.com/LuckyJayce/ViewPagerIndicator,4.0
0,3.0,1.0,13.5,5.0,overscroll-decor,2524,https://github.com/EverythingMe/overscroll-decor,3.0
2,3.0,1.0,35.0,6.0,device-year-class,2522,https://github.com/facebookarchive/device-year-class,4.0
